num_trajectories,success_rate,frechet_km_mean,frechet_km_median,frechet_success_mean,frechet_success_median,ms_per_traj_mean,ms_per_traj_median,ms_per_traj_p95,ms_total,model_name
50,0.98,1183.0738125970292,586.3012559876005,1009.9620219272688,586.3012559876005,39.19317401945591,21.051849937066436,111.55331002082673,1959.6587009727955,xgb_coarse_simple_greedy
50,1.0,982.9251576418567,586.3016535246958,982.9251576418567,586.3016535246958,458.6605899874121,219.25099997315556,1440.1869649416767,22933.029499370605,xgb_coarse_simple_cisc
50,1.0,946.3267524664953,586.2499737009573,946.3267524664953,586.2499737009573,35.320162014104426,20.93905000947416,106.92541499156503,1766.0081007052213,xgb_coarse_full_greedy
50,1.0,910.525508166705,482.55199771677974,910.525508166705,482.55199771677974,445.5774740315974,217.96714991796762,1503.9416351239195,22278.87370157987,xgb_coarse_full_cisc
50,1.0,1728.3642333857354,625.4166532702546,1728.3642333857354,625.4166532702546,1.0069139814004302,0.2971998183056712,4.372519894968717,50.34569907002151,shortest_path
50,1.0,1390.8408011365846,625.4165472263625,1390.8408011365846,625.4165472263625,96.09938998240978,42.55729995202273,437.82460994552804,4804.969499120489,company_baseline
