nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4762.116496,4671.358927,4472.163574,3988.708537,3385.410767,2951.686279,3321.904866,3639.225932,3847.823100,4181.970255,4500.252849,4644.425049,4717.750733,4644.541504,4777.893188,4798.407674,5041.025065,4918.370280,4622.167155,3749.974996,3585.935120,3730.102559,3788.757467,3486.936523,3220.382456,2812.937703,3069.818359,3700.726308,4229.134989,4227.709778,4208.970011,4374.413696,4707.202372,5068.684692,5255.639567,4999.816813,5213.980876,5365.640991,5286.168701,5186.204346,5321.688477,5209.245972,4912.806397,4144.765076,3622.680766,2113.977631,2430.094309,4418.623291,4299.257141,4290.307312,4335.569173,4373.305013,4525.969198,4579.704061,4642.428304,4587.400879,4254.341349,3750.056987,3154.170471,3352.080383,3780.595703,4836.194010,5191.123291,4967.782715
5225.405487,5148.242432,4933.621887,4519.725952,4202.960724,4043.874435,3645.605866,3433.723007,3919.475098,3747.413269,3131.624161,3334.288452,3817.118622,4264.054703,4471.854706,4981.427917,4872.175964,4474.296158,2820.168012,344.089010,727.120902,1260.721216,2616.173050,3277.817093,2867.187569,2824.752117,3903.967026,4462.149704,4397.284759,4041.630554,3195.519150,2608.393402,2929.690247,3651.085281,3805.435852,3695.892639,4159.586883,5146.156036,4615.361466,3281.960487,4133.178284,4301.158508,4652.193237,4136.668411,2868.051609,1696.022448,3797.789139,4409.531525,4106.338348,3816.346649,3747.623779,3712.176178,3990.783356,4205.660355,4288.371078,3796.491028,3436.735519,3187.237579,3872.072983,4133.957550,4010.176453,2327.216328,2203.389034,4744.922119
3974.552879,5185.874573,5238.723633,5025.445313,4756.601257,4740.926544,4819.893707,4859.191162,4673.729034,4163.262039,3661.238556,3052.073288,3291.708740,3940.288040,4263.057770,4452.112061,4234.375381,3849.143173,1820.697430,25.637996,99.793324,1311.439955,4570.478645,5185.920441,4853.933258,5307.732941,4895.560638,4437.081619,4019.044006,3357.622421,3140.277130,3724.974640,4038.978272,3785.719421,4465.398392,4562.967072,5032.485779,4467.820892,3698.389999,3367.120598,3320.899963,3729.040054,4416.890701,2695.073914,1415.760195,3093.532967,3653.208252,3798.093063,3475.663818,3206.999069,3348.516800,3533.572861,3833.727356,3982.164124,4111.554733,3945.791977,3773.392548,4067.190460,3345.336739,4628.154022,4613.250824,2075.898432,839.800741,1701.319225
2215.568054,3633.613228,4873.199661,4954.486633,4944.343567,5284.413513,5385.335388,5221.187714,4979.972839,4584.539764,4075.485138,3418.275101,3110.914368,3784.085907,4124.759903,3859.032028,3689.507950,3540.826263,2420.013503,157.238881,60.512510,910.543148,5016.213028,5305.467072,5144.209381,5154.778839,4728.467041,4329.825394,3590.597519,3222.892960,3626.181137,4031.409653,4393.130722,4639.652313,4657.925659,4930.082001,4200.451706,4802.537094,3930.857574,2739.616058,2983.167824,3915.797943,4886.146820,4728.812927,4025.368668,3375.780304,3162.160614,3133.896057,3187.880569,3739.373657,4060.574936,4288.946716,4501.064239,4712.342743,4911.885376,5053.571594,4850.315857,2907.190157,2401.403562,4620.842407,4836.305878,3205.306187,353.158794,1347.902907
4918.220795,5124.007416,4970.460953,5197.869598,5312.927094,5341.338562,5172.572723,4873.334412,4427.988235,4197.021301,4016.867767,3399.483307,3125.934906,3634.652390,3628.258392,3481.133942,3877.440659,3898.662872,3664.436440,515.361174,9.682205,27.197062,1646.727415,4746.923462,4928.294525,4789.880829,4239.327744,4067.105454,3492.159058,3296.539444,3636.604920,4175.834381,5034.886658,5079.666382,4683.065750,2665.476451,3221.116825,4105.141617,4733.962112,3933.476914,3241.399414,3695.991547,4893.742615,4621.089416,4327.362854,3383.948303,3333.435013,3751.056076,3989.090469,4397.942963,4915.397797,4669.975616,3759.256078,3973.100059,4802.706406,4023.244154,2043.037194,303.998771,1748.429002,4610.733795,4024.321526,1801.964115,1199.515720,1450.608352
